Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,Vendor,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Image Compatibility,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet MAC Address,AP Location,AP Zone Name,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,New Serial Number,New Platform,Refresh Status,Compliance,Integrity Verification,EoX Status,Certificate Status,Health Score
,NU-AP12276,10.2.19.152,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/12e Verdieping,Reachable,Supported,50:5c:88:f1:7b:00,CW9166I-E,KWC283404Z2,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/26),NA,NA,c4:14:a2:c7:14:e0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_12eVerdi_11503_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP12275,10.2.19.204,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/12e Verdieping,Reachable,Supported,50:5c:88:f1:04:e0,CW9166I-E,KWC28340459,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/3),NA,NA,c4:14:a2:c6:d9:d0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_12eVerdi_11503_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP12274,10.2.19.198,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/12e Verdieping,Reachable,Supported,48:00:b3:5a:75:20,CW9166I-E,KWC28280H91,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/4),NA,NA,c4:14:a2:b8:0c:e0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_12eVerdi_11503_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP12273,10.2.19.199,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/12e Verdieping,Reachable,Supported,48:00:b3:5a:93:00,CW9166I-E,KWC28280HG2,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/5),NA,NA,c4:14:a2:b8:1b:d0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_12eVerdi_11503_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP12272,10.2.19.153,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/12e Verdieping,Reachable,Supported,48:00:b3:5a:76:a0,CW9166I-E,KWC28280H9D,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/33),NA,NA,c4:14:a2:b8:0d:a0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_12eVerdi_11503_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11322,10.2.19.149,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:78:00,CW9166I-E,KWC28280H9Q,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/40),NA,NA,c4:14:a2:b8:0e:50,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11321,10.2.19.223,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:b0:20,CW9166I-E,KWC28280HNX,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/12),NA,NA,c4:14:a2:b8:2a:60,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11320,10.2.19.214,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:03:00,CW9166I-E,KWC28280EPY,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/11),NA,NA,c4:14:a2:b7:53:d0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11319,10.2.19.145,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:d0:a0,CW9166I-E,KWC28280HWK,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/10),NA,NA,c4:14:a2:b8:3a:a0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP11271,10.2.19.146,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:10:40,CW9166I-E,KWC28280ET2,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/10),NA,NA,c4:14:a2:b7:5a:70,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11270,10.2.19.197,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:73:00,CW9166I-E,KWC28280FGA,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/41),NA,NA,c4:14:a2:b7:8b:d0,default location,APZ_NU_VU_Default,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_2,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11269,10.2.19.148,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:1e:e0,CW9166I-E,KWC28280EWH,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/48),NA,NA,c4:14:a2:b7:61:c0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11268,10.2.19.157,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:18:20,CW9166I-E,KWC28280EUX,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/9),NA,NA,c4:14:a2:b7:5e:60,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11267,10.2.19.220,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:0b:40,CW9166I-E,KWC28280ERW,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/47),NA,NA,c4:14:a2:b7:57:f0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11266,10.2.19.210,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:b0:c0,CW9166I-E,KWC28280HP2,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/13),NA,NA,c4:14:a2:b8:2a:b0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11265,10.2.19.218,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:71:a0,CW9166I-E,KWC28280H87,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/5),NA,NA,c4:14:a2:b8:0b:20,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11264,10.2.19.222,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:03:a0,CW9166I-E,KWC28280EQ3,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/46),NA,NA,c4:14:a2:b7:54:20,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11263,10.2.19.221,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:75:e0,CW9166I-E,KWC28280H97,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/7),NA,NA,c4:14:a2:b8:0d:40,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11262,10.2.19.219,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:93:a0,CW9166I-E,KWC28280HG7,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/48),NA,NA,c4:14:a2:b8:1c:20,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11261,10.2.19.170,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:90:c0,CW9166I-E,KWC28280HFJ,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/45),NA,NA,c4:14:a2:b8:1a:b0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11260,10.2.19.151,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:0e:60,CW9166I-E,KWC28280ESM,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/3),NA,NA,c4:14:a2:b7:59:80,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11259,10.2.19.211,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:73:20,CW9166I-E,KWC28280H8K,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/6),NA,NA,c4:14:a2:b8:0b:e0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11258,10.2.19.196,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:1a:a0,CW9166I-E,KWC28280EVH,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/8),NA,NA,c4:14:a2:b7:5f:a0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11257,10.2.19.216,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:b8:80,CW9166I-E,KWC28280HQW,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/7),NA,NA,c4:14:a2:b8:2e:90,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11256,10.2.19.147,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:40:a0,CW9166I-E,KWC28280F4F,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet2/0/6),NA,NA,c4:14:a2:b7:72:a0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,Not Provisioned,10
,NU-AP11255,10.2.19.144,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:5a:b1:00,CW9166I-E,KWC28280HP4,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet1/0/19),NA,NA,c4:14:a2:b8:2a:d0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11254,10.2.19.150,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:16:a0,CW9166I-E,KWC28280EUK,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/47),NA,NA,c4:14:a2:b7:5d:a0,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP11253,10.2.19.217,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/11e Verdiping,Reachable,Supported,48:00:b3:41:02:80,CW9166I-E,KWC28280EPU,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N12A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/4),NA,NA,c4:14:a2:b7:53:90,default location,APZ_NU_VUD_VU-ResearchDevice-net,RF-NU-Gebouw,PT_VU-ca_NU-Ge_11eVerdi_2fc84_1,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
,NU-AP10318,10.2.19.12,Unified AP,Global/VU/Amsterdam/VU-campus/NU-Gebouw/10e Verdieping,Reachable,Supported,48:00:b3:5f:56:80,CW9166I-E,KWC28280VNJ,96 days 6 hrs ,36 minutes ago,N/A,Managed,ACCESS,Cisco Catalyst Wireless 9166 Series Unified Access Points,NA,Disabled,NA (Wireless Access Points are currently not supported for identifying security vulnerabilities.),Not Provisioned,,Not Provisioned,17.15.4.18,NA,UNSUPPORTED,Success,UNKNOWN,Success,Not Applicable,7 days ago,130.37.2.20,N11A38A1-D01.backbone.vu.nl(Port:GigabitEthernet5/0/3),NA,NA,c4:14:a2:ba:6d:d0,default location,APZ_NU_VUD_VU-Res_ThymioNet,RF-NU-Gebouw,PT_VU-ca_NU-Ge_10eVerdi_2e240_3,ST_VU-ca_NU-Gebou_e253d_0,Not Provisioned,,,,,,NOT_APPLICABLE,UNSUPPORTED,Not Scanned,NA,10
